,id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
367,367,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,39205,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871049963,1624871050044,81,2,249,1624871049963,1624871049963,0,1,102,1624871050044,1624871050044,0,1,147,DNS.Amazon,Web,0,science-output.s3.amazonaws.com,,,,
368,368,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,36516,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871049963,1624871050343,380,2,233,1624871049963,1624871049963,0,1,102,1624871050343,1624871050343,0,1,131,DNS.Amazon,Web,0,science-output.s3.amazonaws.com,,,,
369,369,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,49178,142.250.180.110,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871050346,1624871127460,77114,72,30744,1624871050346,1624871127447,77101,36,4049,1624871050387,1624871127460,77073,36,26695,TLS.Google,Web,0,www.google-analytics.com,494711969b86ffeb147555d20dde66a3,eb1d94daa7e0344597e756a1fb6e7054,,
370,370,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,59594,52.218.248.82,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871050347,1624871057779,7432,35,7700,1624871050347,1624871057779,7432,19,2250,1624871050567,1624871057779,7212,16,5450,TLS.Amazon,Web,0,science-output.s3.amazonaws.com,494711969b86ffeb147555d20dde66a3,704239182a9091e4453fdbfe0fd17586,,
371,371,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,48518,142.250.180.99,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871051435,1624871127448,76013,55,24743,1624871051435,1624871127448,76013,28,3089,1624871051634,1624871127446,75812,27,21654,TLS.Google,Web,0,fonts.gstatic.com,494711969b86ffeb147555d20dde66a3,eb1d94daa7e0344597e756a1fb6e7054,,
372,372,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,46137,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871051465,1624871051658,193,2,287,1624871051465,1624871051465,0,1,107,1624871051658,1624871051658,0,1,180,DNS,Network,0,toolkit.twitch-extension-backend.com,,,,
373,373,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,45135,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871051494,1624871051661,167,2,268,1624871051494,1624871051494,0,1,106,1624871051661,1624871051661,0,1,162,DNS,Network,0,rivals.twitch-extension-backend.com,,,,
374,374,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,34823,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871051556,1624871051697,141,2,192,1624871051556,1624871051556,0,1,88,1624871051697,1624871051697,0,1,104,DNS.Amazon,Web,0,twitch.amazon.com,,,,
375,375,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,49004,54.239.21.68,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871051702,1624871127493,75791,46,12541,1624871051702,1624871127493,75791,25,3454,1624871051885,1624871127492,75607,21,9087,TLS.Amazon,Web,0,twitch.amazon.com,494711969b86ffeb147555d20dde66a3,159d46e54a2c066ef95e656fdf034e1d,,
376,376,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,45661,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871051725,1624871051726,1,2,218,1624871051725,1624871051725,0,1,109,1624871051726,1624871051726,0,1,109,DNS,Network,0,rivals-v9.twitch-extension-backend.com,,,,
377,377,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,34592,54.149.88.128,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871051727,1624871053185,1458,25,8355,1624871051727,1624871053185,1458,15,1842,1624871052063,1624871053068,1005,10,6513,TLS.Amazon,Web,0,toolkit.twitch-extension-backend.com,494711969b86ffeb147555d20dde66a3,8d2a028aa94425f76ced7826b1f39039,,
378,378,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,60072,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871051844,1624871051922,78,2,422,1624871051844,1624871051844,0,1,99,1624871051922,1624871051922,0,1,323,DNS.Amazon,Web,0,ddacn6pr5v0tl.cloudfront.net,,,,
379,379,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,34602,54.149.88.128,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871051978,1624871053153,1175,27,8475,1624871051978,1624871053153,1175,16,1896,1624871052193,1624871053034,841,11,6579,TLS.Amazon,Web,0,toolkit.twitch-extension-backend.com,494711969b86ffeb147555d20dde66a3,8d2a028aa94425f76ced7826b1f39039,,
380,380,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,50186,35.163.219.240,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871051978,1624871053181,1203,25,8353,1624871051978,1624871053181,1203,15,1842,1624871052193,1624871053034,841,10,6511,TLS,Web,0,rivals.twitch-extension-backend.com,494711969b86ffeb147555d20dde66a3,8d2a028aa94425f76ced7826b1f39039,,
381,381,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,55510,142.250.184.70,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871059066,1624871127477,68411,38,7612,1624871059066,1624871127449,68383,21,2647,1624871059101,1624871127477,68376,17,4965,TLS.Google,Web,0,static.doubleclick.net,494711969b86ffeb147555d20dde66a3,eb1d94daa7e0344597e756a1fb6e7054,,
382,382,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,59837,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871059364,1624871059459,95,2,336,1624871059364,1624871059364,0,1,115,1624871059459,1624871059459,0,1,221,DNS,Network,0,bttsqjy6dnv05acplp5vy0mflgrh3z.ext-twitch.tv,,,,
383,383,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,33905,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871059364,1624871059431,67,2,240,1624871059364,1624871059364,0,1,112,1624871059431,1624871059431,0,1,128,DNS.Twitch,Video,0,video-edge-6b2304.mil02.abs.hls.ttvnw.net,,,,
384,384,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,56634,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871059364,1624871059455,91,2,224,1624871059364,1624871059364,0,1,112,1624871059455,1624871059455,0,1,112,DNS.Twitch,Video,0,video-edge-6b2304.mil02.abs.hls.ttvnw.net,,,,
385,385,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,52052,99.181.68.44,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871059459,1624871085855,26396,17179,17875460,1624871059459,1624871085855,26396,4890,368037,1624871059681,1624871085845,26164,12289,17507423,TLS.Twitch,Video,0,video-edge-6b2304.mil02.abs.hls.ttvnw.net,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
386,386,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,57449,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871059628,1624871059628,0,2,198,1624871059628,1624871059628,0,1,99,1624871059628,1624871059628,0,1,99,DNS.Amazon,Web,0,dxtkri2c61io4.cloudfront.net,,,,
387,387,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,54086,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871062011,1624871062092,81,2,218,1624871062011,1624871062011,0,1,95,1624871062092,1624871062092,0,1,123,DNS.GoogleServices,Web,0,firestore.googleapis.com,,,,
388,388,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,47018,142.250.184.74,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871062095,1624871127464,65369,62,15126,1624871062095,1624871127457,65362,33,4996,1624871062140,1624871127464,65324,29,10130,TLS.GoogleServices,Web,0,firestore.googleapis.com,494711969b86ffeb147555d20dde66a3,eb1d94daa7e0344597e756a1fb6e7054,,
389,389,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,48220,142.250.153.157,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871062120,1624871127494,65374,42,8304,1624871062120,1624871127485,65365,24,2949,1624871062186,1624871127494,65308,18,5355,TLS.Google,Web,0,stats.g.doubleclick.net,494711969b86ffeb147555d20dde66a3,eb1d94daa7e0344597e756a1fb6e7054,,
390,390,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,58047,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871084030,1624871084101,71,2,400,1624871084030,1624871084030,0,1,90,1624871084101,1624871084101,0,1,310,DNS.NetFlix,Video,0,android.prod.cloud.netflix.com,,,,
391,391,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,50744,142.250.180.129,b4:6b:fc:b4:0f:55,b4:6b:fc,443,17,4,0,0,1624871087673,1624871127109,39436,96,73103,1624871087673,1624871127109,39436,28,7228,1624871087785,1624871104514,16729,68,65875,QUIC.YouTube,Media,0,yt3.ggpht.com,aa317df77057f1ba90ec1b128c53be9c,,,
392,392,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,52912,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871096876,1624871096942,66,2,202,1624871096876,1624871096876,0,1,101,1624871096942,1624871096942,0,1,101,DNS.AmazonVideo,Video,0,api.eu-west-1.aiv-delivery.net,,,,
393,393,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,36323,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871103048,1624871103290,242,2,251,1624871103048,1624871103048,0,1,103,1624871103290,1624871103290,0,1,148,DNS.YouTube,Media,0,r5---sn-hpa7zns6.googlevideo.com,,,,
394,394,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,34412,173.194.182.170,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624871103541,1624871127463,23922,106,81380,1624871103541,1624871127355,23814,45,4866,1624871103638,1624871127463,23825,61,76514,TLS.YouTube,Media,0,r5---sn-hpa7zns6.googlevideo.com,494711969b86ffeb147555d20dde66a3,eb1d94daa7e0344597e756a1fb6e7054,,
395,395,0,fe80::2a16:7fff:feb9:81ba,28:16:7f:b9:81:ba,28:16:7f,0,ff02::2,33:33:00:00:00:02,33:33:00,0,58,6,0,0,1624871103543,1624871103543,0,1,70,1624871103543,1624871103543,0,1,70,0,0,0,0,0,ICMPV6,Network,0,,,,,
396,396,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,38294,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871103965,1624871104007,42,2,178,1624871103965,1624871103965,0,1,89,1624871104007,1624871104007,0,1,89,DNS.AmazonVideo,Video,0,www.primevideo.com,,,,
397,397,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,55051,142.250.184.35,b4:6b:fc:b4:0f:55,b4:6b:fc,443,17,4,0,0,1624871105503,1624871127109,21606,26,9764,1624871105503,1624871127109,21606,12,3553,1624871105593,1624871106343,750,14,6211,QUIC.Google,Web,0,www.google.it,aa317df77057f1ba90ec1b128c53be9c,,,
398,398,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,38316,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871121033,1624871121034,1,2,222,1624871121033,1624871121033,0,1,111,1624871121034,1624871121034,0,1,111,DNS,Network,0,endpoint.prod.eu-west-1.forester.a2z.com,,,,
399,399,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,42226,157.240.231.15,b4:6b:fc:b4:0f:55,b4:6b:fc,80,6,4,0,0,1624871124469,1624871124513,44,3,198,1624871124469,1624871124513,44,2,132,1624871124512,1624871124512,0,1,66,HTTP.Facebook,SocialNetwork,1,,,,,
400,400,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,55817,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624871125963,1624871126035,72,2,216,1624871125963,1624871125963,0,1,108,1624871126035,1624871126035,0,1,108,DNS,Network,0,firefox.settings.services.mozilla.com,,,,
401,401,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,60458,93.184.220.29,b4:6b:fc:b4:0f:55,b4:6b:fc,80,6,4,0,0,1624870825480,1624871127424,301944,107,24707,1624870825480,1624871127424,301944,62,9785,1624870825544,1624871127423,301879,45,14922,HTTP,Web,0,ocsp.digicert.com,,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0,application/ocsp-response
402,402,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,48205,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870825532,1624870825532,0,2,184,1624870825532,1624870825532,0,1,92,1624870825532,1624870825532,0,1,92,DNS,Media,0,twitch.map.fastly.net,,,,
403,403,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,54915,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870825594,1624870825594,0,2,270,1624870825594,1624870825594,0,1,135,1624870825594,1624870825594,0,1,135,DNS.Amazon,Web,0,pipeline-incoming-prod-elb-149169523.us-west-2.elb.amazonaws.com,,,,
404,404,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,36318,35.244.247.133,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624870825608,1624871127461,301853,199,51039,1624870825608,1624871127461,301853,98,38711,1624870825789,1624871127460,301671,101,12328,TLS,Web,0,incoming.telemetry.mozilla.org,494711969b86ffeb147555d20dde66a3,eb1d94daa7e0344597e756a1fb6e7054,,
405,405,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,59526,142.250.184.106,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624870826000,1624870826735,735,127,93670,1624870826000,1624870826735,735,57,5178,1624870826040,1624870826734,694,70,88492,TLS.GoogleServices,Web,0,safebrowsing.googleapis.com,494711969b86ffeb147555d20dde66a3,eb1d94daa7e0344597e756a1fb6e7054,,
406,406,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,60438,142.250.184.67,b4:6b:fc:b4:0f:55,b4:6b:fc,80,6,4,0,0,1624870826285,1624870942338,116053,32,3216,1624870826285,1624870942338,116053,17,1516,1624870826320,1624870942337,116017,15,1700,HTTP.Google,Web,0,ocsp.pki.goog,,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0,application/ocsp-response
407,407,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,55444,52.26.168.11,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624870828928,1624870830163,1235,25,7214,1624870828928,1624870830163,1235,15,2830,1624870829151,1624870830157,1006,10,4384,TLS.Amazon,Web,0,shavar.services.mozilla.com,494711969b86ffeb147555d20dde66a3,303951d4c50efb2e991652225a6f02b1,,
408,408,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,43950,54.170.196.176,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624870829367,1624871127494,298127,3621,2855835,1624870829367,1624871127494,298127,1694,1112633,1624870829529,1624871127494,297965,1927,1743202,TLS.NetFlix,Video,0,www.netflix.com,494711969b86ffeb147555d20dde66a3,eb1d94daa7e0344597e756a1fb6e7054,,
409,409,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,44561,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870829467,1624870829467,0,2,178,1624870829467,1624870829467,0,1,89,1624870829467,1624870829467,0,1,89,DNS.Microsoft,Cloud,0,cs9.wac.phicdn.net,,,,
410,410,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,52296,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870829703,1624870829776,73,2,232,1624870829703,1624870829703,0,1,88,1624870829776,1624870829776,0,1,144,DNS.NetFlix,Video,0,codex.nflxext.com,,,,
411,411,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,43236,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,80,6,4,0,0,1624870829967,1624870829967,0,2,128,1624870829967,1624870829967,0,1,74,1624870829967,1624870829967,0,1,54,HTTP,Web,1,,,,,
412,412,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,59165,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870831238,1624870831319,81,2,243,1624870831238,1624870831238,0,1,98,1624870831319,1624870831319,0,1,145,DNS,Network,0,_sips._tcp.it.iliad.rcs.telephony.goog,,,,
413,413,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,46661,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870831326,1624870831401,75,2,174,1624870831326,1624870831326,0,1,87,1624870831401,1624870831401,0,1,87,DNS,Network,0,it.iliad.rcs.telephony.goog,,,,
414,414,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,52940,45.57.90.1,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624870831366,1624870893201,61835,67,29084,1624870831366,1624870893201,61835,36,3692,1624870831434,1624870893200,61766,31,25392,TLS.NetFlix,Video,0,assets.nflxext.com,494711969b86ffeb147555d20dde66a3,f4febc55ea12b31ae17cfb7e614afda8,,
415,415,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,45896,104.16.148.64,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624870831474,1624871003202,171728,177,127312,1624870831474,1624871003202,171728,79,5959,1624870831529,1624871003201,171672,98,121353,TLS.Cloudflare,Web,0,cdn.cookielaw.org,494711969b86ffeb147555d20dde66a3,eb1d94daa7e0344597e756a1fb6e7054,,
416,416,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,60496,93.184.220.29,b4:6b:fc:b4:0f:55,b4:6b:fc,80,6,4,0,0,1624870831504,1624871127415,295911,100,20263,1624870831504,1624871127415,295911,55,7819,1624870831552,1624871127412,295860,45,12444,HTTP,Web,0,ocsp.digicert.com,,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0,application/ocsp-response
417,417,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,52952,45.57.90.1,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624870831697,1624870893201,61504,469,362868,1624870831697,1624870893201,61504,223,16325,1624870831737,1624870893200,61463,246,346543,TLS.NetFlix,Video,0,assets.nflxext.com,49ecb74d70ea08f1da0b9f5763365cff,fcb2d4d0991292272fcb1e464eedfd43,,
418,418,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,36055,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870832704,1624870832746,42,2,186,1624870832704,1624870832704,0,1,85,1624870832746,1624870832746,0,1,101,DNS.Google,Web,0,www.google.com,,,,
419,419,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,38828,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870832704,1624870832757,53,2,198,1624870832704,1624870832704,0,1,85,1624870832757,1624870832757,0,1,113,DNS.Google,Web,0,www.google.com,,,,
420,420,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,60474,142.250.184.67,b4:6b:fc:b4:0f:55,b4:6b:fc,80,6,4,0,0,1624870832938,1624870949197,116259,36,4566,1624870832938,1624870949197,116259,19,2033,1624870832982,1624870949196,116214,17,2533,HTTP.Google,Web,0,ocsp.pki.goog,,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0,application/ocsp-response
421,421,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,36048,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870833262,1624870833331,69,2,188,1624870833262,1624870833262,0,1,86,1624870833331,1624870833331,0,1,102,DNS.Google,Web,0,www.gstatic.com,,,,
422,422,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,60340,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870833262,1624870833342,80,2,200,1624870833262,1624870833262,0,1,86,1624870833342,1624870833342,0,1,114,DNS.Google,Web,0,www.gstatic.com,,,,
423,423,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,35358,142.250.180.67,b4:6b:fc:b4:0f:55,b4:6b:fc,443,6,4,0,0,1624870833415,1624871004324,170909,244,166944,1624870833415,1624871004324,170909,122,9451,1624870833502,1624871004323,170821,122,157493,TLS.Google,Web,0,www.gstatic.com,494711969b86ffeb147555d20dde66a3,eb1d94daa7e0344597e756a1fb6e7054,,
424,424,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,57693,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870834716,1624870834782,66,2,228,1624870834716,1624870834716,0,1,88,1624870834782,1624870834782,0,1,140,DNS.Google,Web,0,fonts.gstatic.com,,,,
425,425,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,27631,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870848000,1624870848052,52,2,440,1624870848000,1624870848000,0,1,101,1624870848052,1624870848052,0,1,339,DNS.Twitch,Video,0,video-edge-2e0864.pdx01.abs.hls.ttvnw.net,,,,
426,426,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,59021,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870848308,1624870848384,76,2,364,1624870848308,1624870848308,0,1,93,1624870848384,1624870848384,0,1,271,DNS.NetFlix,Video,0,www.dradis.netflix.com,,,,
427,427,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,55885,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870848310,1624870848310,0,2,184,1624870848310,1624870848310,0,1,92,1624870848310,1624870848310,0,1,92,DNS,Media,0,twitch.map.fastly.net,,,,
428,428,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,9167,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870851345,1624870851423,78,2,216,1624870851345,1624870851345,0,1,76,1624870851423,1624870851423,0,1,140,DNS,Network,0,time.android.com,,,,
429,429,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,40874,52.98.163.18,b4:6b:fc:b4:0f:55,b4:6b:fc,993,6,4,0,0,1624870851978,1624870854426,2448,55,16086,1624870851978,1624870854426,2448,31,4136,1624870852030,1624870854420,2390,24,11950,IMAPS.Microsoft365,Email,0,imap-mail.outlook.com,312c0b788e784899a8cc07c960430c3a,,,
430,430,0,10.42.0.96,28:16:7f:b9:81:ba,28:16:7f,31253,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870852810,1624870852885,75,2,413,1624870852810,1624870852810,0,1,74,1624870852885,1624870852885,0,1,339,DNS.Microsoft,System,0,login.live.com,,,,
431,431,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,39911,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870866902,1624870867053,151,2,276,1624870866902,1624870866902,0,1,87,1624870867053,1624870867053,0,1,189,DNS,Network,0,aus5.mozilla.org,,,,
432,432,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,36289,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870876864,1624870877042,178,2,336,1624870876864,1624870876864,0,1,101,1624870877042,1624870877042,0,1,235,DNS,Network,0,incoming.telemetry.mozilla.org,,,,
433,433,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,48710,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870877044,1624870877044,0,2,270,1624870877044,1624870877044,0,1,135,1624870877044,1624870877044,0,1,135,DNS.Amazon,Web,0,pipeline-incoming-prod-elb-149169523.us-west-2.elb.amazonaws.com,,,,
434,434,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,59006,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870882068,1624870882143,75,2,168,1624870882068,1624870882068,0,1,84,1624870882143,1624870882143,0,1,84,DNS,Network,0,ipv4only.arpa,,,,
435,435,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,46261,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870890391,1624870890514,123,2,365,1624870890391,1624870890391,0,1,112,1624870890514,1624870890514,0,1,253,DNS.NetFlix,Video,0,www.eu-west-1.internal.dradis.netflix.com,,,,
436,436,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,45619,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870894773,1624870894838,65,2,364,1624870894773,1624870894773,0,1,93,1624870894838,1624870894838,0,1,271,DNS.NetFlix,Video,0,www.dradis.netflix.com,,,,
437,437,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,54507,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870894773,1624870894897,124,2,400,1624870894773,1624870894773,0,1,93,1624870894897,1624870894897,0,1,307,DNS.NetFlix,Video,0,www.dradis.netflix.com,,,,
438,438,0,10.42.0.130,e8:4e:06:4f:bc:ed,e8:4e:06,38436,10.42.0.1,b4:6b:fc:b4:0f:55,b4:6b:fc,53,17,4,0,0,1624870894775,1624870894921,146,2,234,1624870894775,1624870894775,0,1,89,1624870894921,1624870894921,0,1,145,DNS.NetFlix,Video,0,assets.nflxext.com,,,,
